gamma_0_PX_TRUE,gamma_0_PY_TRUE,gamma_0_PZ_TRUE,gamma_0_E_TRUE,gamma_1_PX_TRUE,gamma_1_PY_TRUE,gamma_1_PZ_TRUE,gamma_1_E_TRUE
-0.057075308145546455,-0.13819356614990314,1.044847607512743,1.0554911536579736,-0.1361272858926122,-0.028291299963528603,0.977676593040314,0.9875133195036059
-0.09666932088674629,-0.3055614280573735,2.9364260168430443,2.953863655673679,-0.09965800008979162,-0.08949817936124013,0.8351652747301039,0.8458384462803068
0.06578312016388299,0.0032502983565357857,0.4725316008244196,0.47709967209755083,1.1311310086761848,-0.5123480303421907,8.551609685888337,8.641295393791578
0.16619485154801492,-0.5420138831397643,4.755867858993627,4.789538481984033,-0.00679922735543001,0.0055377903343123425,0.06989420287427572,0.07044214796446852
-0.07706553119760143,0.014558033224534958,0.6773110078245622,0.6818366620756463,-0.007859545944468325,-0.10298014036162301,0.752317865336603,0.7593739870946172
0.1636715219867766,0.0016857157789760824,1.1316049645473376,1.1433813906721313,0.14529236526656447,0.13907351403297838,1.555663231292035,1.568610660076046
1.042703408989802,-0.8756807537685103,9.412580136830035,9.510557923375835,0.19748996164448945,-0.09801578144247014,1.425509720274269,1.4424587831056201
-0.27065585902159844,0.21123312227651403,2.264066123504511,2.2899496583047734,-0.28288150116954786,0.3612373422758547,3.8439746907681824,3.8712602320723417
0.20321212906103558,-0.48738089816099744,3.2713141521546967,3.313658339566308,0.32240862376337676,-0.4424391254659809,3.7165959990976396,3.756698753018224
-0.007869479064255308,-0.0628320512489688,0.6194258942165899,0.6226541847533972,-0.25517821192764645,-0.13752807806996098,1.9168936835612143,1.938688032195249
0.17090128166897214,0.5911558151262515,3.7578215703360858,3.807872818295911,0.13236551259551618,0.30004922368325193,2.6258224940170205,2.646222578628518
0.24227856012593754,0.0203701862156981,2.23633939752965,2.2495172251233013,0.030327154222404923,0.06633034664495105,0.6114496039830317,0.6157841093924682
0.08453327464629339,-0.087857928747099,0.755298051472445,0.765075183706953,0.03598201619684338,0.04806543403002825,0.5595108966897027,0.5627232312181539
0.14890559106353074,0.7704121663704009,7.067438648108952,7.110864703109292,0.0710864971972471,0.09667392871532926,1.1007988519413474,1.107319850365024
0.15570345504655667,-0.042658934412318085,1.4515414231501729,1.4604916479458065,0.014176370003482958,0.05322835059097764,0.4109088821756822,0.4145845344727422
